ID Empreendimento,Mes,01. Receita Operacional Bruta (R),02. Deducoes da Receita Bruta (R),03. Receita Operacional Liquida (R),04. Custo dos Produtos/Servicos Vendidos (R),05. Lucro Bruto (R),06. Despesas com Vendas (R),07. Despesas Administrativas (R),08. Outras Despesas Operacionais (R),09. EBITDA (R),10. Depreciacao e Amortizacao (R),11. EBIT (R),12. Resultado Financeiro (R),13. EBT (R),14. Imposto de Renda e Contribuicao Social (R),15. Lucro Liquido (R)
1,2024-11-01,238616.43,12663.0,461080.52,71584.84,124059.23,16491.93,13357.74,6395.9,203025.28,19483.88,174099.53,15482.66,43710.06,15087.88,116065.96
1,2024-08-01,455063.23,13195.58,334316.21,34792.01,198788.77,14204.7,16793.46,2667.5,280370.18,14027.07,193021.2,-15084.22,134228.73,53315.75,243280.15
4,2024-03-01,355191.75,14267.02,185584.49,75309.98,101092.1,11451.13,16934.94,844.27,140740.8,14626.77,217799.23,19595.62,42079.49,55587.16,187679.99
4,2024-04-01,440735.79,6477.67,182968.11,110578.23,298357.28,18495.53,12705.13,5291.57,156454.16,16644.12,288847.0,-1122.69,72177.74,15523.85,183356.18
5,2024-03-01,244388.58,10493.31,446591.04,127454.68,208181.68,3262.35,7208.05,1338.41,185634.69,18583.74,11910.98,-4769.09,180472.78,78681.57,196081.49
5,2024-10-01,158260.84,22032.53,196316.12,99571.57,307526.5,3313.9,4207.05,7160.03,51170.17,6269.65,227106.69,-15539.25,203745.72,76160.04,257244.65
3,2024-02-01,232934.87,19873.5,382276.89,112959.5,227557.93,16627.3,7795.73,1182.19,144694.07,13272.73,233706.42,-6218.61,76109.49,22668.17,104254.74
4,2024-04-01,282105.74,16268.11,332165.99,129975.57,76679.54,10164.08,21999.41,12582.54,57780.19,8833.82,69809.78,-10267.35,199923.69,62011.74,131181.98
1,2024-06-01,313362.95,14614.08,312040.72,122775.61,24702.98,17056.07,21103.31,7251.97,239522.61,5359.83,87103.67,17668.53,277153.66,54133.27,22412.89
5,2024-11-01,304323.69,10179.46,147429.95,68397.83,144311.08,8422.57,20911.79,11996.07,108183.03,4650.32,177755.0,6535.8,59858.94,57087.99,78291.92
5,2024-11-01,318421.84,14425.1,88764.42,98810.72,323020.7,9585.34,27415.31,5779.05,139508.57,2862.68,68855.89,-5908.32,16249.77,50991.66,87642.43
1,2024-05-01,436682.31,16957.11,270470.85,61782.38,287462.98,7309.49,14792.4,11634.14,95691.73,17120.1,178716.89,-16284.15,115985.67,32030.48,277613.12
5,2024-03-01,168040.5,19252.76,470263.44,99160.05,278274.44,19064.03,23255.84,6376.96,88293.3,1217.16,60713.34,-73.38,156661.63,3312.18,115490.4
3,2024-02-01,226420.52,8332.8,153303.96,81120.17,193448.69,9834.05,20710.04,10235.01,296449.3,19899.48,165327.84,10350.52,73054.27,36718.78,52613.59
4,2024-09-01,455443.4,21262.21,289748.82,74735.9,48926.01,15346.84,28237.06,10842.03,252385.85,19328.97,230985.86,13221.64,93662.53,73717.21,262329.29
1,2024-01-01,324183.28,11916.23,343391.72,52027.67,24628.4,14222.27,20754.42,9235.97,143003.54,11084.61,282680.29,1574.18,9080.57,3271.27,123343.09
4,2024-09-01,333355.95,15065.16,268471.09,97410.37,275779.94,5466.65,7046.25,1300.27,251099.0,15112.86,133681.32,19778.82,129000.69,58598.32,74484.04
5,2024-01-01,291225.02,17158.09,277773.52,117517.92,74104.75,18365.67,22838.94,5822.35,207843.91,9707.94,110953.12,-1917.7,203007.17,8882.42,244338.75
5,2024-07-01,319589.85,14761.9,339491.0,98553.56,43392.6,11348.96,12023.31,11762.69,131649.02,5171.44,234162.17,-16724.63,263674.86,52958.14,162680.5
1,2024-06-01,179231.89,16439.14,400962.2,38307.2,236475.56,17260.31,9139.72,13907.96,22980.33,15042.18,84313.17,-8415.7,179201.36,40419.47,177746.09
3,2024-07-01,318746.76,7230.47,208315.05,140919.24,20358.16,16811.57,9788.32,10077.0,275354.55,9519.5,136169.58,6282.94,189201.0,50746.38,79743.38
2,2024-03-01,498869.25,13643.11,434710.09,30658.93,245949.37,2114.73,25102.21,14526.52,79649.6,17456.62,62470.73,5057.12,247082.23,41272.56,188555.01
1,2024-03-01,326419.03,10609.35,268960.35,136206.95,78661.18,12775.68,14679.83,4478.17,221550.06,17348.87,228759.66,-6699.39,272417.13,14980.92,235843.01
2,2024-11-01,117760.99,6720.52,339750.99,121928.8,118025.3,15990.7,15134.81,2477.05,247392.18,19207.7,127114.65,15515.29,97197.13,83773.11,176393.28
2,2024-01-01,418574.26,8832.98,117605.45,41586.87,72367.81,18223.47,2299.18,5254.57,182229.59,14270.54,179110.98,-9539.3,192615.53,83100.12,206798.84
3,2024-04-01,258590.17,17048.89,271991.71,58387.73,257030.17,10619.62,9564.33,10332.59,202180.9,10355.41,55135.67,-8830.02,136500.28,19543.59,83564.18
2,2024-12-01,161470.46,8933.73,81442.58,71876.06,167855.68,15263.54,26734.57,6162.2,34596.6,11657.34,272435.46,574.62,197199.53,68882.79,267995.59
2,2024-02-01,445007.92,8621.28,231409.9,139236.11,70578.1,19422.98,15945.93,10057.37,174719.74,7817.55,286957.06,-2543.83,145574.81,69949.79,204166.11
3,2024-10-01,179189.3,16056.61,96793.68,147591.15,31752.04,16729.01,13658.74,10678.36,99519.06,13528.97,119377.46,-613.56,13107.35,41244.99,62981.38
2,2024-08-01,468306.96,23094.05,433792.34,40460.19,320946.41,17234.04,4071.38,9402.48,176843.99,2752.3,245839.27,5835.91,194232.89,76178.68,69017.36
2,2024-03-01,276718.6,20773.86,344122.05,77631.86,237882.05,8738.37,10215.45,11793.33,187194.31,19841.26,50653.81,18085.56,163671.47,68200.94,262552.65
2,2024-07-01,397116.33,23101.78,391750.54,47913.82,227385.5,2742.08,5673.73,3880.55,35893.1,2200.1,221700.45,5005.91,156809.6,57461.47,124857.27
1,2024-07-01,318798.34,16659.6,262071.79,63412.39,173356.72,19354.54,6603.37,2090.64,139588.88,12449.92,239129.22,-8623.76,263898.37,47357.54,92476.97
1,2024-12-01,202650.72,13198.59,415759.1,147728.44,152670.77,14220.55,11486.91,1199.71,256395.84,6522.27,163691.29,19553.27,217471.91,54109.49,131149.25
1,2024-09-01,368436.07,19592.83,424216.24,148131.13,262769.19,4252.12,3878.62,14653.41,49486.48,16621.3,170125.06,14446.49,19907.76,23593.54,108857.55
3,2024-06-01,483165.02,10227.28,217727.3,86656.55,272115.32,19502.81,23791.86,10908.4,228519.15,12968.29,229353.62,-5500.91,163331.07,78751.32,199999.39
5,2024-01-01,407854.79,6561.08,225741.96,51976.65,38635.87,14599.94,19412.04,3957.37,172297.15,12540.23,79538.99,-2036.95,94262.17,70854.84,102965.39
2,2024-08-01,341607.2,11892.3,278296.28,95642.23,282123.22,2717.0,24392.78,7415.51,190053.33,15222.56,59847.76,-14025.47,76500.75,57287.45,15878.28
2,2024-01-01,496251.24,10984.73,91897.4,68482.22,252272.85,4245.46,11739.65,1402.45,21210.79,3243.62,217513.41,-719.53,256612.05,54380.74,4383.56
3,2024-03-01,206130.67,18510.78,473307.32,141459.7,168294.89,17442.8,8220.6,10138.49,261184.98,6922.76,147506.48,-3817.07,269256.59,13506.81,277186.6
2,2024-11-01,124936.6,16027.25,218672.49,128185.72,165278.95,19122.82,18519.9,14523.06,272261.99,10611.87,258258.72,13988.72,18234.32,62084.19,194262.1
1,2024-05-01,112852.35,7765.26,263337.33,67060.88,274613.04,7931.72,2614.47,10734.48,192713.56,7079.41,287989.06,-8132.99,71973.09,84838.76,66857.6
5,2024-08-01,384275.15,23170.08,376902.83,32197.09,262036.39,8851.98,4492.64,9527.33,296609.47,3092.97,249045.39,7179.09,230048.79,38297.71,187201.58
4,2024-09-01,432092.95,16866.78,194005.4,149765.84,62333.04,8513.64,22760.92,13871.87,101066.06,6881.72,62669.2,-11572.6,215957.58,60322.45,248549.55
2,2024-07-01,354040.21,14153.68,155652.57,112001.28,187504.61,16871.77,26846.88,7929.68,74509.13,9709.62,134430.36,-5698.78,58084.73,16706.0,204276.8
1,2024-09-01,462010.64,23743.9,125980.05,81087.3,315654.02,9611.87,7753.36,11304.38,56848.95,3808.04,192192.53,-2611.89,110294.74,18250.75,199960.0
4,2024-11-01,379190.42,6946.04,286206.92,64614.69,244315.85,8129.89,24147.81,14025.48,66498.85,13574.79,92548.05,19477.05,181864.71,65465.38,186678.27
5,2024-03-01,248381.86,20791.86,77199.32,30530.93,316758.38,12815.5,12742.48,9879.75,24768.53,2380.08,244811.13,7554.16,258342.44,14700.57,216613.72
4,2024-05-01,172503.32,12293.31,358808.28,48475.13,256679.23,10320.13,13645.99,8127.52,215477.63,17940.5,135049.17,-4232.76,72148.5,17325.08,136109.0
1,2024-10-01,469858.99,18907.8,259555.8,30704.56,180021.74,11135.05,26752.54,8916.43,235356.75,7894.7,40591.07,6690.73,211612.02,44696.04,48717.3
4,2024-08-01,141438.86,23614.51,287729.13,101710.13,204495.31,8733.25,19389.13,11657.02,18346.1,7819.42,76901.3,-17923.23,40682.82,9570.75,74584.2
3,2024-12-01,317195.36,15354.26,180281.86,109601.19,236371.08,9749.77,24733.91,1252.26,81604.25,4986.81,176772.49,-12529.79,162910.19,10090.04,185180.55
4,2024-01-01,225603.17,5452.78,146301.22,122015.54,242292.14,1683.53,23721.46,5257.74,77167.32,10156.57,201628.01,12075.13,197158.44,1369.19,49667.28
2,2024-08-01,208566.0,5576.96,354995.87,52439.92,248005.43,18589.86,18074.58,1246.2,195682.44,16811.29,205512.78,18621.55,279320.43,75853.46,62270.53
2,2024-07-01,358333.94,11611.22,159109.41,41516.5,303729.1,1580.88,22940.03,11900.24,239539.19,12148.17,55952.48,5108.34,46809.18,18027.71,221989.01
3,2024-01-01,192494.77,20633.16,387034.38,108055.09,114295.3,15683.44,21829.83,13765.4,219783.67,16393.04,224062.27,-11495.02,62511.53,3066.34,146406.35
1,2024-10-01,466546.04,10765.23,156469.01,89987.29,272989.13,6667.11,15447.94,6292.77,232176.29,19406.93,37086.29,17398.12,176297.49,78467.36,13155.45
2,2024-12-01,262417.56,11689.37,320073.24,135082.31,193752.92,3132.83,6251.46,4155.13,218108.1,12880.24,277441.92,-15435.27,284812.2,10617.31,156069.36
5,2024-10-01,370950.14,20689.21,332548.83,93991.92,290025.55,12584.19,9458.55,1088.47,231729.12,4204.47,225590.02,6384.51,171658.62,69505.07,79282.22
2,2024-12-01,391102.29,7323.78,277258.24,83378.55,212483.59,14432.08,12538.5,599.12,175136.72,6752.35,206418.26,-2729.06,151962.05,48724.42,87627.63
2,2024-06-01,373176.68,21936.26,473716.31,88563.34,305220.36,12973.83,18427.29,8406.66,170606.47,13566.53,70762.56,18824.84,228290.73,35685.78,47476.87
1,2024-01-01,461360.1,10315.85,225337.2,123878.61,149330.23,11945.59,10337.75,5334.62,249354.91,15858.25,49614.69,-5505.48,195951.41,38403.46,50520.03
4,2024-02-01,192452.35,6024.46,428328.46,32196.62,50284.3,11187.54,7750.23,14479.52,189476.62,13436.7,51016.98,-1349.48,77536.61,24546.09,145596.44
2,2024-05-01,134421.82,7346.85,142691.28,140185.37,216683.32,11280.12,2995.37,12353.05,56580.25,12000.12,74703.01,14337.62,116679.38,57696.03,135365.25
3,2024-02-01,122186.28,24051.1,209884.35,115702.69,256249.77,17443.0,7950.69,7038.16,261779.17,18612.15,243853.55,-7415.73,196741.06,37819.63,138470.38
4,2024-10-01,451137.66,14026.48,133146.85,136234.77,230887.43,2712.92,17094.2,3380.09,152307.49,10434.34,194840.05,-3854.06,226374.01,57358.66,65695.81
5,2024-01-01,489314.82,10128.76,316449.81,145151.88,241119.34,3990.01,5909.4,6050.33,86847.09,13666.47,281042.09,1532.1,248519.98,28751.71,167956.09
1,2024-06-01,221010.62,15425.42,330302.92,57120.44,28808.58,16440.37,2821.96,1538.65,122035.57,6934.47,35958.87,2700.37,127716.22,27790.17,199082.8
5,2024-08-01,377405.57,18646.93,256401.59,99400.9,314301.74,6757.76,4091.38,9529.44,177399.35,8388.07,207621.14,-15463.0,128565.16,43085.29,263582.52
4,2024-08-01,103565.11,11375.97,363064.42,88325.25,100574.71,15659.64,28658.96,13044.22,127228.5,5454.23,248780.1,-7296.39,122967.78,24437.77,256365.48
4,2024-08-01,175452.6,19505.42,422060.98,94514.29,146227.93,7701.22,2993.22,6813.49,183811.84,16204.79,144637.58,-11738.58,101790.07,80748.93,245646.6
4,2024-11-01,375709.75,10045.04,385623.72,35674.7,147618.93,18582.79,15225.36,7465.18,174879.75,4783.73,26470.65,18866.18,271003.95,30559.51,53213.48
5,2024-06-01,126354.86,7246.74,171664.94,139678.29,296560.45,6345.34,21271.67,14098.81,172298.88,5414.84,191496.21,-8997.46,29032.54,20110.23,245873.27
4,2024-11-01,287404.02,15994.16,203159.7,144562.1,246858.89,9111.03,8247.24,4988.96,176203.97,3036.46,183943.52,-19451.87,10733.24,25546.13,79719.5
5,2024-03-01,365033.31,8022.37,227110.62,112214.92,209162.97,4017.99,28997.18,1974.48,105965.68,14957.26,274089.03,-15831.94,242614.59,76413.84,82093.99
4,2024-01-01,406383.27,23809.7,156506.5,60993.32,56591.57,13667.01,2635.69,1500.08,260654.2,2442.63,240940.04,730.17,69514.51,5432.6,109790.36
3,2024-02-01,281526.37,5008.98,219494.49,124464.77,118646.13,8654.74,26642.59,11639.1,166701.33,2132.92,162355.66,5867.58,21652.97,76688.13,1393.72
4,2024-05-01,352113.62,20113.92,170218.27,117701.58,169990.32,18882.88,12961.96,3665.99,28040.08,12879.99,41726.91,-16897.2,55404.57,52749.25,190615.07
5,2024-10-01,315830.25,10589.46,473291.14,98950.84,55044.85,1299.21,12747.39,14984.76,98939.76,8134.64,25533.49,-18475.07,59741.91,51952.79,139358.99
2,2024-05-01,120922.31,21921.74,388300.14,50428.74,194248.85,8365.38,15221.87,14465.61,219366.25,18614.44,262758.44,-4792.0,151270.95,7824.89,163230.42
4,2024-10-01,397121.87,6203.02,419006.83,54141.47,85373.98,1448.96,29199.28,12879.77,204690.8,17665.5,142810.19,-2490.71,10417.21,33167.56,209632.0
2,2024-01-01,168944.77,24060.01,443858.76,100728.59,271469.23,7251.79,19586.39,7806.38,70482.08,10438.52,189719.68,-8913.22,63977.91,79177.74,240760.97
3,2024-01-01,112722.21,7027.9,341000.4,45458.98,272826.31,8224.66,26600.05,7862.44,299496.13,2559.12,210540.18,-8693.71,99445.5,1022.96,8476.13
1,2024-09-01,280467.17,20757.66,145390.63,116871.56,202678.48,5904.59,2779.12,14016.21,193386.91,11456.71,165501.12,5696.52,76367.71,33837.72,245982.44
3,2024-02-01,446255.03,15346.84,378410.43,55512.01,129648.0,5855.09,27114.32,4811.22,108228.11,19892.56,251228.67,1429.19,211009.69,46953.93,206039.09
4,2024-07-01,160331.78,13607.9,81244.59,139257.58,33589.32,5941.13,7976.91,7557.07,126891.2,13547.09,26793.95,-13154.25,9373.51,37964.04,204620.01
2,2024-10-01,105143.01,10603.12,120292.18,137967.02,211841.5,6058.87,10818.84,6337.57,277093.01,16088.68,224025.32,-4795.59,159621.07,68877.2,13421.99
2,2024-04-01,143991.69,21827.39,86833.78,65232.46,259298.75,6363.44,4061.02,5699.32,137870.41,8667.67,223454.27,-14533.58,168922.51,45547.49,12781.08
5,2024-07-01,245463.65,8995.03,129178.05,40006.42,261071.72,17174.66,27622.1,13431.66,83712.35,2414.31,74960.34,-16425.79,193601.73,56178.15,34141.1
2,2024-08-01,332068.75,19424.83,375801.7,103369.9,167763.19,1742.03,16730.91,11003.88,112950.45,18856.42,43752.64,8164.21,234707.77,11098.05,262131.84
5,2024-05-01,177204.85,13915.83,429192.23,83809.74,62829.34,19789.29,4522.1,14194.68,166101.04,7263.55,188746.82,15168.79,127485.0,21175.34,149667.97
1,2024-12-01,420785.6,24969.9,186536.11,47245.07,39768.26,6348.94,13128.24,1545.1,59944.67,3874.06,103100.04,-4882.19,22299.39,75695.46,39756.41
4,2024-12-01,401318.85,17227.98,122650.88,93777.78,36997.68,1530.98,12672.72,12495.29,29528.78,3951.79,14282.87,-15888.44,145634.38,48688.74,1251.32
5,2024-01-01,378345.45,7083.79,184183.88,149126.91,96090.67,4328.02,3423.15,5256.61,130041.34,3586.17,133009.26,-12185.15,212215.82,57716.98,71662.0
1,2024-04-01,294987.92,13390.42,333845.5,38277.95,63152.8,18895.46,11733.5,9068.91,270432.1,9162.1,188790.44,14238.38,32184.93,23605.24,257813.01
2,2024-10-01,246086.78,6325.98,215081.22,61667.45,71504.46,19952.95,10201.13,10702.54,279224.53,17340.76,266941.99,-13266.42,221099.45,75095.07,215945.57
2,2024-03-01,250234.65,10713.11,459458.41,94633.71,233192.81,5688.31,27745.03,2552.57,252211.04,3797.68,131185.74,-12574.11,48583.87,14606.16,131356.41
1,2024-10-01,301228.21,11866.34,127391.52,125203.35,74749.71,5283.54,24589.93,11352.84,63568.68,15352.07,50349.57,-12455.5,243562.16,64993.21,151486.83
2,2024-12-01,130925.87,22063.53,471137.01,32251.33,231162.2,16885.71,6482.47,5440.16,28902.56,2376.92,130559.08,8285.11,13573.83,17062.4,189572.47
1,2024-05-01,372922.19,21759.75,79980.68,117931.2,127240.9,18370.03,28083.6,4539.02,165446.94,3289.48,223980.23,-17368.73,125938.02,63886.44,106842.16
5,2024-10-01,240603.02,5231.14,255677.19,46786.03,256307.46,13356.86,22808.56,7337.34,207889.14,3208.45,37134.92,15622.62,60863.77,83420.42,92288.57
5,2024-10-01,189903.51,15645.57,175724.71,129681.54,68511.56,18780.59,15743.73,11852.6,201941.79,10811.87,61980.78,6322.56,145780.49,51427.57,140289.79
1,2024-06-01,211330.83,9470.88,301514.19,113061.12,27126.55,19050.24,14114.51,6430.92,92110.52,17713.27,86749.89,-3831.19,185137.09,62153.89,32471.88
5,2024-02-01,172117.71,11401.86,113620.33,84781.36,47211.98,15434.08,27951.63,8405.63,111369.56,15138.83,137800.59,-19776.48,174953.68,58628.91,17497.24
5,2024-07-01,460627.23,5433.03,425329.15,128589.99,314675.1,7625.46,10554.33,3958.05,290763.37,17415.11,266728.51,-6928.93,183550.66,35806.37,90642.01
5,2024-03-01,167615.01,19994.92,129610.56,117965.84,184074.78,3839.73,12376.51,5109.52,136623.46,17418.34,224177.59,-6643.68,278436.87,24018.07,153073.91
3,2024-01-01,453170.45,24011.8,309955.73,121102.08,205144.39,10835.78,21352.64,14150.99,199750.88,3171.04,184660.89,-9188.62,81000.15,53788.3,123325.77
4,2024-10-01,328897.36,9385.34,88338.75,64808.85,314936.77,6502.59,23260.03,13825.62,157690.07,11471.17,236084.7,-8523.42,34106.86,76983.6,227155.35
2,2024-03-01,446980.38,11835.46,199396.84,104330.26,256681.82,3251.53,11160.7,13370.12,258611.68,15989.48,257220.75,-10831.13,241573.19,77883.31,143468.64
3,2024-09-01,289625.69,9128.68,134889.16,46932.73,54358.97,8485.93,27816.22,6132.9,253741.23,19042.55,139488.24,5892.94,276952.23,27089.88,207152.32
5,2024-10-01,471053.49,23600.97,466138.66,128503.29,148640.65,10115.55,9170.95,925.53,199942.34,13998.63,217802.35,6564.05,165079.46,72967.11,145021.66
1,2024-11-01,184596.3,5187.12,79808.55,93209.05,270524.86,13577.74,11729.97,13826.22,280540.06,17274.05,268963.23,17052.87,268408.87,15318.07,185643.61
5,2024-11-01,321876.7,16677.25,215958.14,128986.04,222823.04,5201.65,7504.05,6310.9,74205.95,8063.91,158961.16,2581.99,244797.92,53809.78,197583.78
4,2024-06-01,150335.48,22415.28,196110.43,55338.83,85801.92,17501.38,17038.44,12151.81,167917.52,14412.15,223723.9,-3591.51,242376.91,42664.86,9959.05
5,2024-11-01,278888.11,8726.14,337949.44,45640.98,265740.8,4523.39,29979.64,7977.32,81823.38,8037.67,285043.32,6252.53,255098.29,26925.83,162564.56
1,2024-06-01,327961.48,16799.91,97551.19,112676.25,190444.62,19947.37,22105.52,13454.19,44215.22,4701.15,142291.33,-10119.02,172841.48,66000.8,12659.56
4,2024-04-01,342270.09,6012.96,399247.11,37007.7,260436.84,11580.7,15196.89,2195.55,235031.86,2239.76,198180.73,15195.02,79671.5,61563.01,30769.27
5,2024-08-01,246211.52,21291.7,261609.52,59278.31,211071.84,3790.0,29521.94,12531.68,189620.1,17806.0,135057.11,4645.15,14720.38,71599.9,137130.61
4,2024-05-01,130534.26,10488.58,256109.03,139045.64,161176.52,16853.48,3376.88,13077.39,44617.96,2225.68,210388.48,-603.22,165490.07,54100.01,178228.35
2,2024-07-01,362130.43,24775.07,165715.95,45930.96,242195.91,5820.89,10005.24,4706.1,296818.14,19994.33,118636.38,-12347.02,275410.24,18442.74,266362.05
2,2024-09-01,295372.74,23440.19,271018.71,75066.71,284022.29,4577.95,25467.29,9566.0,38862.01,10703.36,45727.63,-19500.03,90549.4,49655.11,212004.26
5,2024-05-01,154751.55,19650.32,220557.38,143469.95,161997.41,3561.06,16682.1,1297.79,210873.79,10572.68,258684.99,-12685.4,186851.08,19630.19,189375.99
4,2024-11-01,474350.39,14936.85,173054.57,32400.39,29085.26,11467.0,2131.5,5044.48,187152.84,2396.23,209140.73,11060.04,58680.43,77443.32,250051.3
1,2024-05-01,482267.46,20331.78,142466.78,83437.81,200933.59,17707.2,14789.08,5903.19,133047.28,2417.51,288587.17,-2736.18,17735.1,54485.87,244704.85
5,2024-04-01,442642.51,7612.18,366334.23,124375.11,47552.64,18045.09,2610.88,1875.43,260351.18,14644.48,213502.14,12167.33,75937.03,37810.11,172887.25
2,2024-06-01,437547.32,11203.99,131817.19,139077.65,118979.82,15926.75,18057.61,6783.31,114609.12,9414.2,246617.02,-10401.13,227081.41,12591.26,38048.15
2,2024-02-01,139468.51,5537.93,142192.8,118269.23,187683.48,12047.5,19716.77,9895.05,249538.48,4374.42,277887.13,-14200.84,273424.9,57057.66,179906.66
5,2024-03-01,497368.04,17900.49,305828.54,136607.01,125308.15,11067.79,7639.43,9913.58,184103.9,4847.87,26589.49,-11679.88,69058.84,8356.34,156319.01
4,2024-01-01,260152.27,21110.75,165431.0,34124.19,105684.06,8101.66,29621.92,7314.31,126867.21,5402.77,249929.85,9539.01,123768.45,8031.05,89737.31
2,2024-02-01,165248.45,23925.71,258750.58,41985.14,26133.96,1837.26,25346.52,2289.71,113001.63,16397.41,41031.21,5069.47,46156.25,5917.46,6503.53
4,2024-02-01,424840.69,18730.14,296166.94,118527.19,102127.4,16895.19,14987.32,1642.07,89400.85,12620.92,256023.74,14135.63,230851.07,78204.41,146815.87
2,2024-08-01,190292.31,19641.82,184771.9,120399.39,137363.5,19989.97,10667.49,12425.63,19900.47,2372.92,226490.37,2713.83,139641.13,38345.38,121733.54
2,2024-08-01,310470.13,22909.12,212421.7,102632.57,108527.38,18496.09,2345.49,8613.79,191920.74,14122.11,140459.78,4962.56,229477.99,14100.42,3276.97
3,2024-02-01,151206.43,23727.56,159082.73,117633.18,211667.7,18727.73,21411.36,11373.51,144518.6,10876.37,237661.48,-5446.17,210090.62,62494.61,140858.22
2,2024-06-01,289858.29,14825.95,259169.8,132966.37,223072.28,7331.24,9360.73,979.05,111103.32,12015.66,122538.67,7767.48,120709.65,38443.45,91718.19
1,2024-05-01,323256.6,7195.75,471959.96,95457.9,257870.54,2886.81,13050.36,6901.73,65018.11,6741.73,213983.34,-5339.6,85027.28,78674.2,44477.95
5,2024-03-01,278369.58,14328.35,220084.76,143678.92,76701.03,17560.08,14001.42,13604.95,15269.35,1339.25,65484.48,-239.98,20035.5,6947.71,8871.39
5,2024-05-01,127794.73,16121.48,336332.15,113308.52,208772.75,15512.39,25906.84,10767.09,207584.11,10665.94,29925.42,-17302.21,269985.07,22350.86,104749.1
4,2024-05-01,293975.61,17630.9,329357.78,86637.85,151168.17,8417.11,25839.37,11612.03,260021.24,12307.45,196364.23,-7051.97,50541.35,81891.64,32614.74
2,2024-05-01,287577.14,24785.69,389592.73,80582.17,118479.35,16837.97,23734.12,7330.78,115193.16,13259.86,125743.23,-14895.27,30362.56,60986.02,227133.49
1,2024-03-01,204648.11,23351.26,359767.37,120020.02,167246.28,3635.98,23470.37,11302.87,169236.17,9400.78,71788.17,-1191.44,202224.26,41894.85,220623.54
4,2024-03-01,468640.64,12927.28,79711.89,105656.31,166794.82,13370.6,15852.79,10246.39,185474.32,11653.57,55429.1,-17520.75,185169.95,69706.36,146969.85
3,2024-04-01,267116.93,7269.07,198686.84,128093.2,215007.99,19114.29,24151.34,2438.79,85445.21,11335.52,254796.7,-5760.99,177421.62,60188.54,86997.87
4,2024-07-01,445646.32,9295.83,423093.39,123718.35,190561.6,18297.95,26027.99,1821.41,154070.07,8022.28,107489.34,-564.3,264906.18,9489.7,76286.68
4,2024-12-01,143865.53,8475.99,290820.09,92904.32,212538.7,15456.15,15956.3,3060.16,204741.74,16350.36,241516.34,2061.76,262322.41,58051.76,23168.27
2,2024-12-01,227550.91,12120.25,116689.63,143484.21,319050.77,6065.07,27210.95,1653.13,264740.07,9230.79,58473.32,-10329.82,207014.08,21551.64,96810.39
3,2024-12-01,170532.34,22529.79,185454.76,114510.87,267191.86,2948.71,29730.66,8880.41,244927.13,5508.52,138970.8,-18088.09,101322.65,12934.93,259767.19
4,2024-02-01,263364.32,13759.37,188354.45,54100.75,109077.75,7169.99,6907.9,14495.73,262759.23,1169.97,132408.04,-19803.15,25467.66,1125.97,276626.4
1,2024-10-01,144654.67,16345.55,424270.94,104218.46,182713.4,12729.72,29412.91,11716.01,299113.59,6457.4,74561.84,-11922.39,228471.01,46278.64,17225.13
1,2024-04-01,276413.92,8583.34,296360.51,54217.57,89955.11,7013.61,8880.8,11306.24,89744.3,2965.49,65009.33,-556.27,134829.38,60240.11,51808.87
5,2024-04-01,241548.3,14856.97,318329.45,97061.92,178260.82,8849.17,28152.87,12536.12,222067.54,10522.25,148601.65,-5641.19,206258.59,27266.8,122531.33
3,2024-01-01,189326.02,22472.55,221825.88,124792.13,237185.12,8668.52,25831.04,13567.27,174976.97,8247.61,137361.64,5116.13,96365.05,47208.03,227897.06
3,2024-10-01,356871.76,20469.27,99124.15,127500.64,40060.1,7380.71,27649.58,4908.02,182005.55,5769.82,229610.61,-7517.57,20148.7,47722.04,140490.42
5,2024-08-01,480364.6,6623.81,105099.31,108099.0,61914.43,18545.58,14908.86,1807.92,97511.81,3455.83,142673.45,2123.33,96329.14,68792.54,9751.61
4,2024-01-01,182845.39,22241.45,243153.02,123996.74,22229.74,7079.1,6229.73,11394.55,256907.74,16307.64,102834.29,14482.55,27152.39,29660.01,144304.75
3,2024-08-01,384716.34,10476.56,145997.55,86668.28,135493.63,19877.02,8233.39,6689.1,239924.49,19711.53,144613.72,549.39,181276.77,13999.2,158109.35
1,2024-07-01,396952.36,18314.32,116705.02,96078.7,254031.16,4977.35,10531.44,14207.95,249102.06,17368.34,267031.31,2227.48,131625.91,27919.65,148276.72
1,2024-09-01,299248.21,7927.66,179897.42,135552.84,157102.33,17579.88,8992.12,14035.15,299138.28,15948.84,51725.18,5562.98,217809.65,1431.05,248715.87
2,2024-08-01,459067.34,18492.89,371818.54,89169.68,194088.8,14914.41,29086.7,14624.27,103048.21,11092.82,266608.78,-8533.43,107312.4,14703.54,114290.23
3,2024-05-01,486556.03,5714.03,104207.32,72111.49,199910.55,13707.3,6369.98,11735.23,292796.04,16875.55,205404.45,9401.48,209361.93,20753.95,30962.66
4,2024-08-01,244898.58,17012.89,254290.36,125639.11,47309.87,9461.62,21202.2,9386.61,74728.03,11148.45,196334.25,10690.41,91743.37,27516.82,141044.76
5,2024-11-01,360413.32,17918.8,405434.86,36056.84,73209.43,16515.16,16324.79,11620.76,40836.94,7118.43,131228.63,-13541.8,116630.56,74487.67,62889.19
